Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No asegurado ;4;4;7;8;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Especial;5;13;7;20;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Contributivo;28;45;96;107;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Subsidiado ;1;2;6;5;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;Especial;5;6;15;19;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Contributivo;3;4;88;136;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Subsidiado ;0;0;0;8;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No asegurado ;0;0;2;5;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;Especial;0;0;2;3;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Los Mártires;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Contributivo;4;14;61;129;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Subsidiado ;0;4;10;34;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No asegurado ;0;0;3;4;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;Especial;0;0;1;8;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Puente Aranda;No reporta;0;0;0;1;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Contributivo;129;255;514;839;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Subsidiado ;17;46;82;210;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No asegurado ;4;4;14;24;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;Especial;14;23;33;68;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Distrito;No reporta;2;3;10;17;2015
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;Especial;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usaquén;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Contributivo;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Subsidiado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No asegurado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;Especial;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Chapinero;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Contributivo;12;23;76;97;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Subsidiado ;1;3;10;16;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No asegurado ;4;2;9;5;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;Especial;1;0;1;6;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Santa Fe;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Contributivo;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No asegurado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;Especial;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Usme;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Contributivo;16;33;46;90;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Subsidiado ;6;32;29;90;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No asegurado ;4;2;6;6;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;Especial;2;2;2;11;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Contributivo;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;Especial;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Bosa;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Contributivo;3;10;24;39;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Subsidiado ;0;1;1;12;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No asegurado ;0;0;3;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;Especial;1;0;1;4;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Kennedy;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Contributivo;10;28;40;118;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Subsidiado ;4;8;11;43;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No asegurado ;0;1;1;5;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;Especial;3;4;10;12;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Fontibón;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Contributivo;13;15;32;23;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Subsidiado ;3;8;7;9;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No asegurado ;1;0;3;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;Especial;1;3;1;4;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Engativá;No reporta;0;0;0;0;2016
Prevalencia de  alteración en la salud  por exposición a ruido en población adulta 18 a 64 años;Suba;Contributivo;0;0;0;0;2016
