Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Contributivo;1;1;18;20;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Subsidiado ;0;0;3;3;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;No asegurado ;0;1;1;3;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Especial;0;0;0;2;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Contributivo;12;1;139;99;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Subsidiado ;3;1;51;34;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;No asegurado ;0;0;2;4;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Especial;0;1;2;7;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Contributivo;0;0;0;0;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Subsidiado ;0;0;6;4;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;No asegurado ;0;0;0;0;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Especial;0;0;0;0;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Contributivo;13;10;188;167;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Subsidiado ;2;3;69;69;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;No asegurado ;0;0;6;6;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Especial;0;1;10;13;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Contributivo;4;6;98;100;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Subsidiado ;3;3;86;84;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;No asegurado ;0;0;8;9;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Especial;0;0;2;3;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Contributivo;96;76;2.021;1.990;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Subsidiado ;40;29;1.065;1.001;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;No asegurado ;1;1;64;62;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Especial;10;5;94;88;2014
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Contributivo;6;3;159;157;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Subsidiado ;1;2;65;72;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;No asegurado ;0;1;4;5;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Especial;2;0;7;6;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Contributivo;0;1;67;55;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Subsidiado ;0;0;61;64;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;No asegurado ;0;0;0;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Especial;0;0;0;1;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Contributivo;2;0;53;42;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Subsidiado ;0;2;51;60;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;No asegurado ;0;0;0;1;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Especial;0;0;0;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Contributivo;11;6;120;103;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Subsidiado ;6;7;106;89;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;No asegurado ;0;2;6;8;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Especial;0;0;3;3;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Contributivo;0;1;158;140;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Subsidiado ;1;1;188;161;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;No asegurado ;0;0;9;12;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Especial;0;0;3;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Contributivo;13;6;137;131;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Subsidiado ;6;6;114;112;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;No asegurado ;2;0;9;8;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Especial;1;2;2;9;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Contributivo;1;0;106;102;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Subsidiado ;0;1;42;41;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;No asegurado ;0;0;2;3;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Especial;0;0;2;3;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Contributivo;5;5;123;127;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Subsidiado ;2;1;102;74;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;No asegurado ;1;0;3;1;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Especial;1;0;5;3;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Contributivo;2;2;64;80;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Subsidiado ;0;1;10;20;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;No asegurado ;0;0;0;2;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Especial;1;0;9;6;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Contributivo;5;3;138;117;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Subsidiado ;2;0;19;22;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;No asegurado ;0;0;5;2;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Especial;0;0;4;9;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Contributivo;5;6;220;220;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Subsidiado ;1;1;44;51;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;No asegurado ;0;0;3;6;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Especial;0;0;5;7;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Contributivo;0;0;96;79;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Subsidiado ;0;1;39;40;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;No asegurado ;0;0;1;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Especial;0;0;4;6;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Contributivo;2;2;103;118;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Subsidiado ;1;0;14;13;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;No asegurado ;0;0;0;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Especial;0;0;0;8;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Contributivo;1;2;75;73;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Subsidiado ;0;1;76;73;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;No asegurado ;0;0;3;2;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Especial;0;0;2;4;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Contributivo;2;0;19;30;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Subsidiado ;0;0;22;18;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;No asegurado ;0;0;4;3;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Especial;0;0;0;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Contributivo;2;5;150;161;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Subsidiado ;2;1;43;57;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;No asegurado ;1;1;2;7;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Especial;0;0;11;6;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Contributivo;0;0;19;16;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Subsidiado ;0;0;9;10;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;No asegurado ;0;0;2;1;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Especial;0;0;0;0;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Contributivo;4;0;77;58;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Subsidiado ;0;0;36;35;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;No asegurado ;0;0;10;4;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Especial;0;0;2;5;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Contributivo;6;5;185;161;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Subsidiado ;1;0;80;73;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;No asegurado ;0;0;5;4;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Especial;0;0;6;8;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Contributivo;67;47;2.069;1.970;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Subsidiado ;23;25;1.121;1.085;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;No asegurado ;4;4;69;69;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Especial;5;2;65;84;2015
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Contributivo;22;13;175;163;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Subsidiado ;2;4;43;44;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;No asegurado ;0;0;0;2;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Especial;1;0;11;8;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Contributivo;1;2;86;92;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Subsidiado ;0;0;43;32;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Especial;0;0;10;7;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Contributivo;0;1;38;21;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Subsidiado ;0;1;19;19;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Especial;0;0;0;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Contributivo;9;4;131;107;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Subsidiado ;9;2;73;54;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;No asegurado ;0;0;9;7;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Especial;0;0;3;4;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Contributivo;6;3;172;119;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Subsidiado ;1;3;71;87;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;No asegurado ;0;0;7;16;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Especial;0;0;4;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Contributivo;1;5;74;78;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Subsidiado ;8;2;44;38;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;No asegurado ;0;0;2;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Especial;0;0;1;2;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Contributivo;1;0;121;107;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Subsidiado ;0;0;44;56;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;No asegurado ;0;0;23;31;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Especial;0;0;4;2;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Contributivo;1;0;45;61;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Subsidiado ;0;0;12;20;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Especial;0;0;5;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Contributivo;9;7;74;44;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Subsidiado ;0;0;1;5;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Especial;0;2;7;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Contributivo;3;4;97;102;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Subsidiado ;0;0;39;27;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;No asegurado ;0;0;0;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Especial;0;0;0;2;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Contributivo;0;1;248;199;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Subsidiado ;0;0;83;98;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;No asegurado ;0;0;5;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Especial;0;0;10;9;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Contributivo;0;1;79;64;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Subsidiado ;1;1;50;46;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Especial;0;0;4;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Contributivo;0;1;87;72;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Subsidiado ;0;0;8;10;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Especial;0;0;4;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Contributivo;1;0;4;7;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Subsidiado ;0;0;6;5;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;No asegurado ;0;0;0;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Especial;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Contributivo;1;0;34;19;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Subsidiado ;0;0;12;12;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;No asegurado ;0;0;0;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Especial;0;0;2;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Contributivo;1;0;61;55;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Subsidiado ;0;0;27;20;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;No asegurado ;0;0;4;3;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Especial;1;0;5;4;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Contributivo;0;0;12;7;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Subsidiado ;1;1;8;9;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;No asegurado ;0;0;0;0;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Especial;0;0;0;1;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Contributivo;1;1;167;145;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Subsidiado ;0;1;46;49;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;No asegurado ;0;0;2;4;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Especial;0;0;7;11;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Contributivo;3;3;142;123;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Subsidiado ;2;2;69;88;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;No asegurado ;0;0;4;4;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Especial;1;0;3;4;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Contributivo;60;46;1.847;1.585;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Subsidiado ;24;17;698;719;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;No asegurado ;0;0;56;76;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Especial;3;2;80;67;2016
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Contributivo;1;1;119;115;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Subsidiado ;0;0;54;38;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;No asegurado ;0;0;0;0;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Especial;0;0;5;2;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Contributivo;5;8;86;78;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Subsidiado ;3;2;33;31;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;No asegurado ;0;0;0;0;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Especial;0;0;1;2;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Contributivo;1;1;37;34;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Subsidiado ;1;1;22;36;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;No asegurado ;0;0;4;3;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Especial;0;0;3;3;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Contributivo;9;5;168;127;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Subsidiado ;1;1;53;51;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;No asegurado ;1;0;10;8;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Especial;0;0;6;5;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Contributivo;3;2;135;108;2017
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Subsidiado ;3;3;162;130;2017
